chr,geneStart,geneEnd,geneSymbol,citations,strand,transcriptName,geneId,geneType,geneName
chr15,75182345,75191798,MPI,31,+,union_4351,4351,protein-coding,mannose phosphate isomerase
chr1,43803474,43820135,MPL,180,+,union_4352,4352,protein-coding,"MPL proto-oncogene, thrombopoietin receptor"
chr17,56347216,56358296,MPO,551,-,union_4353,4353,protein-coding,myeloperoxidase
chrX,154006958,154033802,MPP1,37,-,union_4354,4354,protein-coding,membrane palmitoylated protein 1
chr17,41952726,41987079,MPP2,22,-,union_4355,4355,protein-coding,membrane palmitoylated protein 2
chr17,41878166,41910562,MPP3,21,-,union_4356,4356,protein-coding,membrane palmitoylated protein 3
chr22,37415682,37425863,MPST,22,+,union_4357,4357,protein-coding,mercaptopyruvate sulfurtransferase
chr2,27532359,27545969,MPV17,35,-,union_4358,4358,protein-coding,"MPV17, mitochondrial inner membrane protein"
chr1,161274524,161279762,MPZ,146,-,union_4359,4359,protein-coding,myelin protein zero
chr10,17851341,18200091,MRC1,85,+,union_4360,4360,protein-coding,mannose receptor C-type 1
chr11,94150468,94227074,MRE11,280,-,union_4361,4361,protein-coding,"MRE11 homolog, double strand break repair nuclease"
chr16,16043433,16236930,ABCC1,319,+,union_4363,4363,protein-coding,ATP binding cassette subfamily C member 1
chrX,1714347,1761974,ASMT,30,+,union_438,438,protein-coding,acetylserotonin O-methyltransferase
chrY,1664347,1711974,ASMT,30,+,union_438,438,protein-coding,acetylserotonin O-methyltransferase
chr19,51580751,51587467,KLK14,34,-,union_43847,43847,protein-coding,kallikrein related peptidase 14
chr19,51532347,51538148,KLK12,24,-,union_43849,43849,protein-coding,kallikrein related peptidase 12
chr19,12848272,12859138,ASNA1,47,+,union_439,439,protein-coding,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
chr11,1651032,1652159,KRTAP5-5,2,+,union_439915,439915,protein-coding,keratin associated protein 5-5
chr17,74669731,74707087,MXRA7,9,-,union_439921,439921,protein-coding,matrix remodeling associated 7
chr1,85093912,85100703,LINC01555,2,-,union_439927,439927,ncRNA,long intergenic non-protein coding RNA 1555
chr22,21356210,21364663,THAP7-AS1,2,+,union_439931,439931,ncRNA,THAP7 antisense RNA 1
chr4,36245737,36275837,LOC439933,1,+,union_439933,439933,ncRNA,-
chr4,83534265,83542590,LINC00575,1,-,union_439934,439934,ncRNA,long intergenic non-protein coding RNA 575
chr5,23951456,24178374,C5orf17,2,+,union_439936,439936,ncRNA,chromosome 5 open reading frame 17 (putative)
chr8,124996377,125053023,FER1L6-AS1,2,-,union_439941,439941,ncRNA,FER1L6 antisense RNA 1
chr10,6622386,6627323,PRKCQ-AS1,4,+,union_439949,439949,ncRNA,PRKCQ antisense RNA 1
chr10,11113505,11147451,CELF2-AS2,2,-,union_439950,439950,ncRNA,CELF2 antisense RNA 2
chr10,81967465,81979413,LINC00857,1,+,union_439990,439990,ncRNA,long intergenic non-protein coding RNA 857
chr10,89102167,89117059,LINC00863,2,+,union_439994,439994,ncRNA,long intergenic non-protein coding RNA 863
chr10,91137812,91144962,IFIT1B,5,+,union_439996,439996,protein-coding,interferon induced protein with tetratricopeptide repeats 1B
chr7,97481428,97557874,ASNS,67,-,union_440,440,protein-coding,asparagine synthetase (glutamine-hydrolyzing)
chr11,1618406,1619524,KRTAP5-2,3,-,union_440021,440021,protein-coding,keratin associated protein 5-2
chr11,1718424,1718985,KRTAP5-6,3,+,union_440023,440023,protein-coding,keratin associated protein 5-6
chr11,9302200,9336315,TMEM41B,12,-,union_440026,440026,protein-coding,transmembrane protein 41B
chr11,9776316,9781080,LOC440028,2,-,union_440028,440028,ncRNA,-
chr11,31838113,31908587,PAX6-AS1,2,+,union_440034,440034,ncRNA,PAX6 antisense RNA 1
chr11,49580079,49831969,LOC440040,1,+,union_440040,440040,pseudo,-
chr11,55061178,55065708,TRIM51HP,1,-,union_440041,440041,pseudo,"tripartite motif-containing 51H, pseudogene"
chr11,64981310,65010228,SLC22A20P,8,+,union_440044,440044,pseudo,"solute carrier family 22 member 20, pseudogene"
chr11,71238312,71239210,KRTAP5-7,2,+,union_440050,440050,protein-coding,keratin associated protein 5-7
chr11,71292900,71293921,KRTAP5-11,2,-,union_440051,440051,protein-coding,keratin associated protein 5-11
chr11,104933328,104942257,CASP1P2,1,-,union_440067,440067,pseudo,caspase 1 pseudogene 2
chr11,104963195,104972158,CARD17,3,-,union_440068,440068,protein-coding,caspase recruitment domain family member 17
chr11,129872518,129875381,LINC00167,2,+,union_440072,440072,ncRNA,long intergenic non-protein coding RNA 167
chr12,176048,287625,IQSEC3,7,+,union_440073,440073,protein-coding,IQ motif and Sec7 domain 3
chr12,8325149,8332642,ZNF705A,1,+,union_440077,440077,protein-coding,zinc finger protein 705A
chr12,8332804,8353596,FAM66C,3,+,union_440078,440078,ncRNA,family with sequence similarity 66 member C
chr12,9570286,9600768,DDX12P,4,-,union_440081,440081,pseudo,"DEAD/H-box helicase 12, pseudogene"
chr12,11583143,11639612,LOC440084,2,-,union_440084,440084,ncRNA,-
chr12,14957583,14967116,SMCO3,8,-,union_440087,440087,protein-coding,single-pass membrane protein with coiled-coil domains 3
chr12,31944118,31945175,H3F3C,13,-,union_440093,440093,protein-coding,H3 histone family member 3C
chr12,45408538,45444882,DBX2,2,-,union_440097,440097,protein-coding,developing brain homeobox 2
chr12,54452037,54516018,FLJ12825,2,+,union_440101,440101,ncRNA,-
chr12,56223391,56230030,TMEM198B,3,+,union_440104,440104,pseudo,transmembrane protein 198B (pseudogene)
chr12,93130264,93165868,PLEKHG7,3,+,union_440107,440107,protein-coding,pleckstrin homology and RhoGEF domain containing G7
chr12,127354039,127359236,LINC02372,2,-,union_440117,440117,ncRNA,long intergenic non-protein coding RNA 2372
chr12,130636137,130646223,FZD10-AS1,1,-,union_440119,440119,ncRNA,FZD10 antisense RNA 1 (head to head)
chr13,30510667,30524625,LINC00544,1,+,union_440131,440131,ncRNA,long intergenic non-protein coding RNA 544
chr13,31456698,31457532,LINC00545,2,+,union_440132,440132,ncRNA,long intergenic non-protein coding RNA 545
chr13,52586522,52603780,ALG11,11,+,union_440138,440138,protein-coding,"ALG11, alpha-1,2-mannosyltransferase"
chr13,73282494,73301938,MZT1,8,-,union_440145,440145,protein-coding,mitotic spindle organizing protein 1
chr14,19377593,19378574,OR11H12,1,+,union_440153,440153,protein-coding,olfactory receptor family 11 subfamily H member 12
chr14,21500978,21502944,RNASE13,6,-,union_440163,440163,protein-coding,ribonuclease A family member 13 (inactive)
chr9,89623365,89657041,LOC440173,2,-,union_440173,440173,ncRNA,-
chr14,66953088,66965271,CCDC196,2,+,union_440184,440184,protein-coding,coiled-coil domain containing 196
chr14,91737666,91884188,CCDC88C,27,-,union_440193,440193,protein-coding,coiled-coil domain containing 88C
chr18,14477953,14498705,CXADRP3,1,-,union_440224,440224,pseudo,CXADR pseudogene 3
chr15,21122020,21134625,NF1P2,3,-,union_440225,440225,pseudo,neurofibromin 1 pseudogene 2
chr15,22133180,22145802,NF1P2,3,-,union_440225,440225,pseudo,neurofibromin 1 pseudogene 2
chr15,22736267,22746002,GOLGA6L22,3,+,union_440243,440243,protein-coding,golgin A6 family-like 22
chr15,23403865,23579357,GOLGA6L22,3,-,union_440243,440243,protein-coding,golgin A6 family-like 22
chr15,28899587,28930410,HERC2P9,8,+,union_440248,440248,pseudo,hect domain and RLD 2 pseudogene 9
chr15,28982728,29003508,WHAMMP2,4,+,union_440253,440253,pseudo,"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2"
chr15,34817483,34875771,GOLGA8B,9,-,union_440270,440270,protein-coding,golgin A8 family member B
chr15,40226324,40327797,EIF2AK4,66,+,union_440275,440275,protein-coding,eukaryotic translation initiation factor 2 alpha kinase 4
chr15,44028145,44038496,CATSPER2P1,5,-,union_440278,440278,pseudo,cation channel sperm associated 2 pseudogene 1
chr15,54270376,54920806,UNC13C,10,+,union_440279,440279,protein-coding,unc-13 homolog C
chr15,74753605,74773633,UBL7-AS1,3,+,union_440288,440288,ncRNA,UBL7 antisense RNA 1 (head to head)
chr15,82722184,82731586,GOLGA6L9,4,+,union_440295,440295,protein-coding,golgin A6 family-like 9
chr15,82804768,83108111,GOLGA6L9,4,+,union_440295,440295,protein-coding,golgin A6 family-like 9
chr15,85045805,85050249,DNM1P41,1,+,union_440299,440299,pseudo,dynamin 1 pseudogene 41
chr15,90792763,90802320,TTLL13P,2,+,union_440307,440307,pseudo,"tubulin tyrosine ligase like 13, pseudogene"
chr15,95398591,95400293,LOC440311,1,+,union_440311,440311,pseudo,-
chr16,4838397,4846492,SMIM22,1,+,union_440335,440335,protein-coding,small integral membrane protein 22
chr16,21845883,21869077,NPIPB4,2,-,union_440345,440345,protein-coding,nuclear pore complex interacting protein family member B4
chr16,22386207,22389501,LOC440346,2,+,union_440346,440346,ncRNA,-
chr16,74411849,74426012,NPIPB15,1,+,union_440348,440348,protein-coding,nuclear pore complex interacting protein family member B15
chr16,29313607,29376380,SNX29P2,2,+,union_440352,440352,pseudo,sorting nexin 29 pseudogene 2
chr16,29494854,29517195,NPIPB12,1,-,union_440353,440353,protein-coding,"nuclear pore complex interacting protein family, member B12"
chr16,30234194,30257176,NPIPB12,1,-,union_440353,440353,protein-coding,"nuclear pore complex interacting protein family, member B12"
chr16,29556331,29625038,SMG1P2,4,-,union_440354,440354,pseudo,SMG1 pseudogene 2
chr16,29875003,29879374,CDIPT-AS1,3,+,union_440356,440356,ncRNA,CDIPT antisense RNA 1 (head to head)
chr16,31579087,31580845,YBX3P1,1,-,union_440359,440359,pseudo,Y-box binding protein 3 pseudogene 1
chr16,75237993,75241072,CTRB2,8,-,union_440387,440387,protein-coding,chymotrypsinogen B2
chr17,6915735,6917852,RNASEK,12,+,union_440400,440400,protein-coding,ribonuclease K
chr17,20771745,20808543,CCDC144NL-AS1,4,+,union_440416,440416,ncRNA,CCDC144NL antisense RNA 1
chr17,25745030,25758649,TBC1D3P5,1,+,union_440419,440419,pseudo,TBC1 domain family member 3 pseudogene 5
chr17,29036625,29119848,SUZ12P1,4,+,union_440423,440423,pseudo,SUZ12 polycomb repressive complex 2 subunit pseudogene 1
chr17,36351795,36413256,LOC440434,4,-,union_440434,440434,pseudo,-
chr17,36481492,36499693,GPR179,6,-,union_440435,440435,protein-coding,G protein-coupled receptor 179
chr17,49414075,49419932,LINC02072,1,+,union_440446,440446,ncRNA,long intergenic non-protein coding RNA 2072
chr17,60342066,60353016,TBC1D3P2,2,-,union_440452,440452,pseudo,TBC1 domain family member 3 pseudogene 2
chr17,62780958,62833302,PLEKHM1P1,3,-,union_440456,440456,pseudo,pleckstrin homology and RUN domain containing M1 pseudogene 1
chr17,66194800,66196443,LOC440461,1,+,union_440461,440461,pseudo,-
chr17,79002932,79008519,BAIAP2-AS1,3,-,union_440465,440465,ncRNA,BAIAP2 antisense RNA 1 (head to head)
chr18,14179095,14227049,ANKRD20A5P,4,+,union_440482,440482,pseudo,"ankyrin repeat domain 20 family member A5, pseudogene"
chr18,77724581,77730822,HSBP1L1,3,+,union_440498,440498,protein-coding,heat shock factor binding protein 1 like 1
chr19,4522543,4535208,PLIN5,16,-,union_440503,440503,protein-coding,perilipin 5
chr19,7852369,7855898,CLEC4GP1,2,+,union_440508,440508,pseudo,C-type lectin domain family 4 member G pseudogene 1
chr19,19903519,19932560,ZNF506,5,-,union_440515,440515,protein-coding,zinc finger protein 506
chr19,23404400,23433192,ZNF724,2,-,union_440519,440519,protein-coding,zinc finger protein 724
chr19,43256838,43269831,PSG8,8,-,union_440533,440533,protein-coding,pregnancy specific beta-1-glycoprotein 8
chr1,2976180,2984289,LINC00982,5,-,union_440556,440556,ncRNA,long intergenic non-protein coding RNA 982
chr1,12884617,12891264,PRAMEF11,2,-,union_440560,440560,protein-coding,PRAME family member 11
chr1,13359832,13368936,PRAMEF6,2,+,union_440561,440561,protein-coding,PRAME family member 6
chr1,12998301,13007406,PRAMEF6,2,-,union_440561,440561,protein-coding,PRAME family member 6
chr1,13182959,13184326,HNRNPCL2,2,-,union_440563,440563,protein-coding,heterogeneous nuclear ribonucleoprotein C-like 2
chr1,16133656,16134194,UQCRHL,1,-,union_440567,440567,protein-coding,ubiquinol-cytochrome c reductase hinge protein like
chr1,17197439,17200587,LOC440570,2,+,union_440570,440570,ncRNA,-
chr1,16860336,16863483,LOC440570,2,-,union_440570,440570,ncRNA,-
chr1,19923470,19956315,MINOS1,18,+,union_440574,440574,protein-coding,mitochondrial inner membrane organizing system 1
chr1,43424719,43449029,SLC2A1-AS1,1,+,union_440584,440584,ncRNA,SLC2A1 antisense RNA 1
chr1,43613593,43622067,FAM183A,3,+,union_440585,440585,protein-coding,family with sequence similarity 183 member A
chr1,53308182,53360247,ZYG11A,5,+,union_440590,440590,protein-coding,"zyg-11 family member A, cell cycle regulator"
chr1,95940292,95944912,LINC01761,1,+,union_440594,440594,ncRNA,long intergenic non-protein coding RNA 1761
chr1,110828998,110881793,RBM15-AS1,2,-,union_440600,440600,ncRNA,RBM15 antisense RNA 1
chr1,111030301,111032880,CYMP-AS1,2,-,union_440602,440602,ncRNA,CYMP antisense RNA 1
chr1,114419435,114430169,BCL2L15,10,-,union_440603,440603,protein-coding,BCL2 like 15
chr12,93771745,93796052,NUDT4B,3,+,union_440672,440672,protein-coding,nudix hydrolase 4B
chr1,149396962,149400550,HIST2H3PS2,28,-,union_440686,440686,protein-coding,histone cluster 2 H3 pseudogene 2
chr1,149754244,149783928,HIST2H2BF,23,-,union_440689,440689,protein-coding,histone cluster 2 H2B family member f
chr1,157061834,157069600,ETV3L,1,-,union_440695,440695,protein-coding,ETS variant 3 like
chr1,165513477,165533185,LRRC52,8,+,union_440699,440699,protein-coding,leucine rich repeat containing 52
chr1,165667986,165679199,LOC440700,1,+,union_440700,440700,pseudo,-
chr1,190594019,190770788,LINC01720,1,+,union_440704,440704,ncRNA,long intergenic non-protein coding RNA 1720
chr1,206238871,206288647,RHEX,7,-,union_440712,440712,protein-coding,regulator of hemoglobinization and erythroid cell expansion
chr1,218683436,218699320,C1orf143,2,+,union_440714,440714,ncRNA,chromosome 1 open reading frame 143 (putative)
chr1,231298673,231357314,TRIM67,4,+,union_440730,440730,protein-coding,tripartite motif containing 67
chr1,242158791,242162385,MAP1LC3C,31,-,union_440738,440738,protein-coding,microtubule associated protein 1 light chain 3 gamma
chr20,18359692,18362127,LINC00851,1,+,union_440757,440757,ncRNA,long intergenic non-protein coding RNA 851
chr22,21396680,21398538,P2RX6P,1,-,union_440799,440799,pseudo,purinergic receptor P2X 6 pseudogene
chr22,21738039,21743455,RIMBP3B,2,+,union_440804,440804,protein-coding,RIMS binding protein 3B
chr22,21899957,21905373,RIMBP3B,2,-,union_440804,440804,protein-coding,RIMS binding protein 3B
chr22,25115000,25170687,PIWIL3,6,-,union_440822,440822,protein-coding,piwi like RNA-mediated gene silencing 3
chr22,27053445,27072440,MIAT,18,+,union_440823,440823,ncRNA,myocardial infarction associated transcript (non-protein coding)
chr22,42305539,42311099,SHISA8,1,-,union_440829,440829,protein-coding,shisa family member 8
chr22,50968837,50971008,ODF3B,13,-,union_440836,440836,protein-coding,outer dense fiber of sperm tails 3B
chr2,31395921,31456823,CAPN14,7,-,union_440854,440854,protein-coding,calpain 14
chr2,110744556,110752858,LINC01123,4,+,union_440894,440894,ncRNA,long intergenic non-protein coding RNA 1123
chr2,111133764,111142102,LINC01123,4,-,union_440894,440894,ncRNA,long intergenic non-protein coding RNA 1123
chr2,110705266,110726149,LOC440895,5,+,union_440895,440895,pseudo,-
chr2,111160495,111181393,LOC440895,5,-,union_440895,440895,pseudo,-
chr9,69174195,69198043,LOC440896,2,-,union_440896,440896,ncRNA,-
chr2,114726898,114785659,LINC01191,2,+,union_440900,440900,ncRNA,long intergenic non-protein coding RNA 1191
chr2,130783571,130808704,FAR2P1,3,-,union_440905,440905,pseudo,fatty acyl-CoA reductase 2 pseudogene 1
chr2,132036862,132057392,LOC440910,1,+,union_440910,440910,ncRNA,-
chr2,132349614,132384002,POTEKP,14,+,union_440915,440915,pseudo,"POTE ankyrin domain family member K, pseudogene"
chr2,157193083,157198632,FLJ46875,1,-,union_440918,440918,ncRNA,-
chr2,171568948,171571077,LINC01124,1,-,union_440925,440925,ncRNA,long intergenic non-protein coding RNA 1124
chr1,226250427,226259703,H3F3AP4,3,+,union_440926,440926,pseudo,"H3 histone, family 3A, pseudogene 4"
chr2,223183189,223222629,LOC440934,1,+,union_440934,440934,ncRNA,-
chr3,9426947,9439178,THUMPD3-AS1,4,-,union_440944,440944,ncRNA,THUMPD3 antisense RNA 1
chr3,40214637,40351189,EIF1B-AS1,2,-,union_440952,440952,ncRNA,EIF1B antisense RNA 1
chr3,48658191,48659288,TMEM89,4,-,union_440955,440955,protein-coding,transmembrane protein 89
chr3,52570620,52574586,SMIM4,4,+,union_440957,440957,protein-coding,small integral membrane protein 4
chr3,84687555,84918726,LINC00971,1,-,union_440970,440970,ncRNA,long intergenic non-protein coding RNA 971
chr3,147139113,147227697,LOC440982,1,+,union_440982,440982,ncRNA,-
chr3,195415368,195438746,MIR570HG,5,+,union_440993,440993,ncRNA,MIR570 host gene
chr4,14911584,15003669,CPEB2-AS1,4,-,union_441009,441009,ncRNA,CPEB2 antisense RNA 1 (head to head)
chr4,74988989,75168814,MTHFD2L,6,+,union_441024,441024,protein-coding,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like
chr4,76279285,76287776,LINC02483,1,+,union_441025,441025,ncRNA,long intergenic non-protein coding RNA 2483
chr4,83404322,83483713,TMEM150C,8,-,union_441027,441027,protein-coding,transmembrane protein 150C
chr4,144480624,144482613,GUSBP5,2,+,union_441046,441046,pseudo,"glucuronidase, beta pseudogene 5"
chr4,172733288,172734758,LOC441052,3,-,union_441052,441052,ncRNA,-
chr4,186350487,186370982,C4orf47,7,+,union_441054,441054,protein-coding,chromosome 4 open reading frame 47
